,company,impressions_for_wordcloud,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,Overall Stars,Culture & Values,Work/Life Balance,Senior Management,Compensation & Benefits,Career Opportunities,URL,culture_score,ceo_score
34,Ernst & Young LLP,"{'people': 27, 'good': 14, 'team': 12, 'time': 12, 'leadership': 9, 'experience': 9, 'opportunities': 11, 'employees': 7, 'needs': 7, 'around': 7, 'well': 7, 'great': 6, 'everyone': 8, 'benefits': 9, 'learning': 7, 'life': 8, 'hard': 5, 'many': 5, 'nice': 5, 'diversity': 7, 'place': 5, 'environment': 5, 'love': 7, 'friendly': 5, 'hours': 5, 'quality': 4, 'open': 4, 'outside': 4, 'level': 6, 'workers': 4, 'paid': 4, 'lack': 4, 'help': 7, 'care': 6, 'development': 4, 'even': 4, 'salary': 4, 'professional': 4, 'amazing': 4, 'flexibility': 10, 'stop': 4, 'much': 3, 'improve': 3, 'office': 6, 'smart': 3, 'others': 3, 'getting': 3, 'outsourcing': 3, 'high': 3, 'growth': 3, 'different': 3, 'ey': 8, 'culture': 4, 'leave': 3, 'working': 3, 'feel': 3, 'home': 3, 'new': 3, 'balance': 3, 'job': 3, 'ability': 2, 'opportunity': 2, 'truly': 2, 'personal': 2, 'flexible': 2, 'family': 2, 'teams': 2, 'career': 2, 'clients': 2, 'support': 2, 'unique': 2, 'vacation': 2, 'best': 2, 'july': 2, 'maternity': 2, 'better': 2, 'need': 2, 'parental': 2, 'service': 2, 'weeks': 2, 'willing': 2, 'able': 2, 'leaders': 2}",84% Employees say this is a great place to work,92% People here are given a lot of responsibility.,92% Management is honest and ethical in its business practices.,91% I'm proud to tell others I work here.,"91% Our customers would rate the service we deliver as ""excellent.""","91% When you join the company, you are made to feel welcome.",3.7,3.7,2.9,3.3,3.2,3.9,"https://www.glassdoor.com/Overview/Working-at-EY-EI_IE2784.11,13.htm",B,72
35,Southern Ohio Medical Center,"{'really': 4, 'well': 4, 'together': 6, 'team': 8, 'department': 2, 'great': 2, 'everyone': 7, 'people': 11, 'positive': 2, 'works': 2, 'comparable': 1, 'environment': 1, 'health': 3, 'agencies': 1, 'along': 1, 'friendship': 1, 'family': 11, 'fair': 1, 'experience': 1, 'amount': 1, 'back': 1, 'compensation': 1, 'earned': 1, 'beings': 1, 'cares': 3, 'dental': 1, 'human': 1, 'decent': 1, 'days': 1, 'concerns': 1, 'help': 4, 'leadership': 5, 'insurance': 1, 'interview': 1, 'vision': 1, 'teamwork': 1, 'take': 1, 'support': 1, 'streamlined': 1, 'spirit': 1, 'sick': 1, 'show': 1, 'seems': 1, 'respect': 1, 'reasonable': 1, 'rates': 1, 'process': 1, 'person': 1, 'paid': 1, 'overall': 1, 'others': 1, 'community': 7, 'feel': 7, 'care': 7, 'somc': 7, 'benefits': 5, 'opportunities': 5, 'good': 4, 'job': 4, 'patients': 4, 'love': 3, 'better': 3, 'hospital': 3, 'pay': 3, 'patient': 3, 'friendly': 3, 'best': 3, 'service': 3, 'need': 2, 'opportunity': 2, 'payroll': 2, 'sales': 2, 'time': 2, 'education': 2, 'executive': 2, 'offers': 2, 'atmosphere': 2, 'coworkers': 2, 'culture': 2, 'excellent': 2, 'home': 2, 'life': 2, 'new': 2, 'script': 2, 'truly': 2, 'members': 2, 'provide': 2, 'working': 2, 'able': 2, 'caring': 2, 'growth': 2, 'healthy': 2}",95% Employees say this is a great place to work,97% I am given the resources and equipment to do my job.,97% I'm proud to tell others I work here.,97% I feel good about the ways we contribute to the community.,"96% When I look at what we accomplish, I feel a sense of pride.","96% When you join the company, you are made to feel welcome.",3.2,3.2,3.1,2.9,3.7,2.9,"https://www.glassdoor.com/Overview/Working-at-Southern-Ohio-Medical-Center-EI_IE121624.11,39.htm",C-,54
36,KPMG LLP,"{'team': 16, 'good': 13, 'people': 21, 'much': 10, 'great': 9, 'hours': 8, 'firm': 7, 'best': 9, 'better': 7, 'leadership': 8, 'everyone': 8, 'employees': 6, 'feel': 9, 'different': 7, 'long': 5, 'help': 8, 'hard': 7, 'friendly': 5, 'process': 4, 'make': 4, 'working': 7, 'open': 4, 'kpmg': 4, 'based': 4, 'workload': 4, 'quality': 4, 'getting': 4, 'think': 5, 'things': 3, '401k': 3, 'group': 3, 'interviewers': 3, 'specific': 3, 'pretty': 3, 'professionals': 3, 'provide': 3, 'learning': 3, 'growth': 3, 'worked': 3, 'diversity': 5, 'communication': 3, 'colleagues': 3, 'coworkers': 3, 'always': 3, 'benefits': 5, 'environment': 3, 'family': 6, 'nationality': 2, 'needed': 2, 'office': 5, 'additionally': 2, 'time': 4, 'culture': 4, 'opportunities': 4, 'flexibility': 3, 'life': 3, 'career': 2, 'opportunity': 2, 'pto': 2, 'care': 2, 'community': 2, 'balance': 2, 'clients': 2, 'new': 2, 'personal': 2, 'training': 2, 'summer': 2, 'unique': 2, 'flexible': 2, 'job': 2, 'truly': 2, 'able': 2, 'leave': 2, 'support': 2, 'events': 2, 'home': 2, 'together': 2, 'high': 2, 'professional': 2, 'individuals': 2, 'learn': 2, 'amazing': 2, 'willing': 2, 'client': 2, 'level': 2}",88% Employees say this is a great place to work,94% People here are given a lot of responsibility.,93% I am offered training or development to further myself professionally.,"93% When you join the company, you are made to feel welcome.",92% I'm proud to tell others I work here.,92% I feel good about the ways we contribute to the community.,3.7,3.7,2.9,3.4,3.4,4.1,"https://www.glassdoor.com/Overview/Working-at-KPMG-EI_IE2867.11,15.htm",C+,70
37,"BayCare Health System, Inc.","{'patients': 6, 'feel': 6, 'happy': 2, 'great': 2, 'together': 4, 'working': 3, 'future': 1, 'forward': 1, 'everyone': 4, 'easy': 1, 'leads': 1, 'dedicated': 1, 'comfortable': 1, 'care': 7, 'call': 1, 'better': 3, 'away': 1, 'interview': 1, 'looking': 1, 'location': 1, 'wanting': 1, 'made': 1, 'making': 1, 'match': 1, 'much': 1, 'obligation': 1, 'overall': 1, 'people': 5, 'provide': 3, 'quick': 1, 'retirement': 1, 'terrible': 1, 'underpaid': 1, 'undervalued': 1, 'ability': 1, 'team': 10, 'community': 4, 'members': 4, 'family': 4, 'benefits': 3, 'hospital': 3, 'help': 2, 'best': 2, 'opportunities': 2, 'job': 2, 'patient': 2, 'good': 2, 'member': 2, 'values': 2, 'love': 2, 'truly': 2, 'unique': 2, 'time': 2, 'education': 2, 'high': 2, 'excellent': 2, 'culture': 2, 'quality': 2, 'opportunity': 2, 'support': 2, 'life': 2, 'caring': 2, 'respect': 2, 'amazing': 2, 'home': 2, 'proud': 2, 'give': 2, 'need': 2, 'new': 2, 'events': 2, 'believe': 2, 'coworkers': 2, 'experience': 2, 'friendly': 2, 'grow': 2, 'growth': 2}",91% Employees say this is a great place to work,95% I feel good about the ways we contribute to the community.,94% I'm proud to tell others I work here.,"94% When you join the company, you are made to feel welcome.","92% When I look at what we accomplish, I feel a sense of pride.","92% Our customers would rate the service we deliver as ""excellent.""",3.9,4,3.8,3.5,4,3.9,"https://www.glassdoor.com/Overview/Working-at-BayCare-Health-System-EI_IE42499.11,32.htm",D-,43
38,NVIDIA,"{'team': 16, 'everyone': 12, 'employees': 8, 'people': 18, 'great': 6, 'future': 8, 'well': 6, 'ideas': 8, 'make': 5, 'better': 7, 'vision': 7, 'awesome': 5, 'working': 8, 'culture': 10, 'really': 4, 'leadership': 6, 'things': 4, 'world': 6, 'even': 4, 'need': 6, 'excitement': 4, 'workers': 4, 'energy': 4, 'stock': 4, 'chance': 3, 'support': 3, 'collaborative': 3, 'supportive': 3, 'growth': 3, 'given': 3, 'feels': 3, 'management': 3, 'focused': 3, 'open': 5, 'mission': 3, 'done': 3, 'nice': 3, 'process': 3, 'enjoy': 3, 'environment': 3, 'espp': 3, 'fast': 5, 'good': 7, 'benefits': 6, 'time': 7, 'will': 3, 'technology': 6, 'authority': 2, 'coverage': 2, 'intelligent': 2, 'customers': 2, 'ceo': 5, 'new': 5, 'best': 4, 'feel': 3, 'life': 3, 'family': 3, 'products': 3, 'opportunities': 3, 'ai': 2, 'learn': 2, 'change': 2, 'edge': 2, 'help': 2, 'balance': 2, 'level': 2, 'projects': 2, 'unique': 2, 'high': 2, 'learning': 2, 'long': 2, 'startup': 2, 'able': 2, 'care': 2, 'cutting': 2, 'jensen': 2, 'job': 2, 'personal': 2, 'teams': 2, 'technologies': 2, 'think': 2, 'ability': 2, 'focus': 2}",92% Employees say this is a great place to work,96% I'm proud to tell others I work here.,95% Management is honest and ethical in its business practices.,94% I believe management would lay people off only as a last resort.,94% I am able to take time off from work when I think it's necessary.,"94% When you join the company, you are made to feel welcome.",4.5,4.5,3.9,4.2,4.3,4.2,"https://www.glassdoor.com/Overview/Working-at-NVIDIA-EI_IE7633.11,17.htm",A,88
39,Capital One Financial Corporation,"{'team': 35, 'people': 39, 'great': 27, 'benefits': 30, 'good': 24, 'capital': 19, 'well': 17, 'leadership': 17, 'really': 14, 'make': 14, 'time': 18, 'everyone': 15, 'always': 12, 'associates': 15, 'family': 15, 'many': 11, 'employees': 10, 'love': 14, 'help': 12, 'skills': 9, 'better': 11, 'experience': 9, 'every': 8, 'supportive': 8, 'salary': 8, 'best': 12, 'health': 11, 'environment': 8, 'amazing': 10, 'culture': 12, 'customers': 9, 'performance': 7, 'feedback': 7, '401k': 7, 'compensation': 7, 'life': 12, 'working': 11, 'smart': 7, 'meetings': 7, 'fair': 6, 'value': 6, 'bring': 6, 'diversity': 6, 'able': 8, 'diverse': 6, 'another': 6, 'customer': 6, 'ability': 6, 'paid': 6, 'part': 6, 'together': 6, 'feel': 6, 'balance': 5, 'care': 4, 'job': 3, 'campus': 3, 'new': 3, 'opportunities': 3, 'community': 3, 'home': 3, 'truly': 3, 'unique': 3, 'personal': 3, 'flexibility': 2, 'fun': 2, 'events': 2, 'leave': 2, 'office': 2, 'opportunity': 2, 'different': 2, 'level': 2, 'bank': 2, 'business': 2, 'career': 2, 'onsite': 2, 'banking': 2, 'right': 2, 'development': 2, 'support': 2, 'awesome': 2, 'think': 2}",91% Employees say this is a great place to work,"95% When you join the company, you are made to feel welcome.",93% I am able to take time off from work when I think it's necessary.,93% I'm proud to tell others I work here.,93% I feel good about the ways we contribute to the community.,92% Management is honest and ethical in its business practices.,3.8,3.9,3.9,3.2,4.1,3.5,"https://www.glassdoor.com/Overview/Working-at-Capital-One-EI_IE3736.11,22.htm",B,81
40,Baptist Health South Florida,"{'better': 6, 'team': 7, 'micromanage': 3, 'professional': 5, 'qualified': 2, 'environment': 2, 'create': 2, 'unprofessional': 2, 'managers': 2, 'communication': 1, 'conditions': 1, 'coordination': 1, 'market': 1, 'benefits': 5, 'based': 3, 'fair': 1, 'charter': 1, 'fast': 1, 'frustrating': 1, 'goals': 1, 'industry': 1, 'jobs': 1, 'leaders': 3, 'majority': 1, 'betters': 1, 'worked': 1, 'members': 1, 'unstable': 1, 'understanding': 1, 'time': 3, 'task': 1, 'supervisors': 1, 'shout': 1, 'shared': 1, 'service': 1, 'salary': 1, 'replaced': 1, 'quick': 1, 'promoted': 1, 'position': 1, 'performance': 1, 'perform': 1, 'norms': 1, 'need': 3, 'motivation': 1, 'average': 1, 'people': 10, 'feel': 6, 'care': 5, 'family': 5, 'patients': 4, 'community': 4, 'best': 4, 'working': 3, 'caring': 3, 'everyone': 3, 'culture': 3, 'grow': 3, 'opportunities': 3, 'life': 3, 'patient': 3, 'balance': 2, 'bhsf': 2, 'happy': 2, 'love': 2, 'good': 2, 'leadership': 2, 'compassion': 2, 'friendly': 2, 'help': 2, 'unique': 2, 'excellent': 2, 'hospital': 2, 'coworkers': 2, 'different': 2, 'resources': 2, 'support': 2, 'career': 2, 'growth': 2, 'opportunity': 2, 'others': 2, 'provide': 2, 'reputation': 2, 'treat': 2, 'amazing': 2, 'faith': 2, 'high': 2, 'mission': 2}",85% Employees say this is a great place to work,93% I feel good about the ways we contribute to the community.,"93% When you join the company, you are made to feel welcome.",90% I'm proud to tell others I work here.,"89% When I look at what we accomplish, I feel a sense of pride.",88% I am able to take time off from work when I think it's necessary.,3.9,3.8,3.7,3.1,3.7,3.6,"https://www.glassdoor.com/Overview/Working-at-Baptist-Health-South-Florida-EI_IE7671.11,39.htm",D+,57
41,David Weekley Homes,"{'team': 10, 'care': 6, 'people': 6, 'members': 5, 'community': 4, 'benefits': 4, 'culture': 4, 'esop': 4, '401k': 4, 'family': 4, 'profit': 3, 'sharing': 3, 'feel': 3, 'match': 3, 'truly': 3, 'program': 3, 'everyone': 3, 'right': 3, 'cares': 2, 'customers': 2, 'time': 2, 'help': 2, 'amazing': 2, 'opportunity': 2, 'first': 2, 'love': 2, 'events': 2, 'give': 2, 'personal': 2, 'best': 2, 'job': 2, 'ownership': 2, 'good': 2, 'opportunities': 2, 'giving': 2, 'home': 2, 'unique': 2, 'top': 2, 'genuinely': 2, 'know': 2, 'life': 2, 'lives': 2, 'new': 2, 'training': 2, 'build': 2, 'dwh': 2, 'leadership': 2, 'working': 2, 'success': 2, 'building': 2}",96% Employees say this is a great place to work,99% I feel good about the ways we contribute to the community.,"98% When you join the company, you are made to feel welcome.",97% People here are given a lot of responsibility.,97% We have special and unique benefits here.,97% I'm proud to tell others I work here.,3.9,4.2,3.6,3.6,3.9,3.5,"https://www.glassdoor.com/Overview/Working-at-David-Weekley-Homes-EI_IE6633.11,30.htm",NA,-1
42,Dropbox,"{'people': 18, 'managers': 5, 'good': 7, 'middle': 4, 'politics': 3, 'less': 3, 'management': 3, 'balance': 3, 'coworkers': 3, 'care': 6, 'salary': 3, 'needs': 3, 'better': 3, 'hire': 2, 'high': 4, 'fast': 2, 'food': 8, 'culture': 7, 'stop': 2, 'growing': 2, 'great': 2, 'sexism': 2, 'employees': 2, 'team': 5, 'everyone': 4, 'terrible': 2, 'busy': 2, 'bringing': 2, 'product': 2, 'toxic': 2, 'worst': 2, 'bonus': 2, 'best': 5, 'public': 2, 'leadership': 2, 'life': 2, 'areas': 2, 'worked': 2, 'fill': 1, 'financial': 1, 'finance': 1, 'forward': 1, 'flip': 1, 'flopping': 1, 'free': 3, 'helpful': 1, 'game': 1, 'glad': 1, 'going': 1, 'grown': 1, 'handle': 1, 'amazing': 4, 'benefits': 4, 'shop': 4, 'tuck': 4, 'office': 3, 'unique': 3, 'feel': 3, 'working': 3, 'perks': 2, 'values': 2, 'events': 2, 'time': 2, 'new': 2, 'genuinely': 2, 'meals': 2, 'smart': 2, 'diversity': 2, 'incredible': 2, 'level': 2, 'month': 2, 'truly': 2, 'cafeteria': 2, 'help': 2, 'lunch': 2, 'opportunities': 2, 'special': 2, 'breakfast': 2, 'cupcake': 2, 'friendly': 2, 'fun': 2, 'happy': 2, 'kind': 2, 'quality': 2, 'tech': 2, 'chefs': 2, 'collaborative': 2, 'experience': 2, 'family': 2, 'think': 2, 'wellness': 2}",91% Employees say this is a great place to work,97% People celebrate special events around here.,95% Management is honest and ethical in its business practices.,95% We have special and unique benefits here.,94% I am able to take time off from work when I think it's necessary.,94% I'm proud to tell others I work here.,4.2,4.4,4.2,3.8,4.5,3.9,"https://www.glassdoor.com/Overview/Working-at-Dropbox-EI_IE415350.11,18.htm",B-,74
43,Allianz Life Insurance Company of North America,"{'people': 10, 'community': 8, 'recognition': 8, 'culture': 7, 'benefits': 7, 'balance': 5, 'events': 5, 'time': 5, 'opportunities': 5, 'fun': 4, '401k': 4, 'feel': 4, 'activities': 4, 'care': 4, 'soar': 4, 'match': 4, 'giving': 4, 'volunteer': 4, 'team': 3, 'annual': 3, 'paid': 3, 'month': 3, 'everyone': 3, 'good': 3, 'center': 3, 'site': 3, 'executive': 2, 'family': 2, 'leadership': 2, 'leave': 2, 'amazing': 2, 'dress': 2, 'help': 2, 'onsite': 2, 'support': 2, 'truly': 2, 'working': 2, 'best': 2, 'fitness': 2, 'focus': 2, 'food': 2, 'program': 2, 'throughout': 2, 'campus': 2, 'give': 2, 'level': 2, 'spirit': 2, 'strong': 2, 'better': 2, 'charity': 2}",94% Employees say this is a great place to work,98% Our facilities contribute to a good working environment.,97% I feel good about the ways we contribute to the community.,96% People celebrate special events around here.,"96% When you join the company, you are made to feel welcome.",95% I'm proud to tell others I work here.,4.1,4.4,4.3,4.1,3.7,3.9,"https://www.glassdoor.com/Overview/Working-at-Allianz-Life-Insurance-Company-of-North-America-EI_IE13810.11,58.htm",NA,-1
44,PricewaterhouseCoopers LLP,"{'team': 13, 'good': 12, 'people': 18, 'working': 10, 'smart': 5, 'associates': 5, 'great': 5, 'benefits': 10, 'well': 5, 'positive': 5, 'employees': 5, 'salary': 4, 'time': 8, 'experience': 6, 'everyone': 4, 'every': 4, 'life': 8, 'promotions': 4, 'better': 6, 'personal': 5, 'care': 6, 'looking': 3, 'hours': 3, 'helpful': 3, 'love': 6, 'made': 3, 'best': 6, 'bonus': 3, 'together': 3, 'feel': 6, 'managers': 3, 'understanding': 3, 'challenging': 3, 'days': 3, 'directors': 3, 'compensation': 3, 'know': 3, 'mostly': 2, 'making': 2, 'less': 2, 'make': 2, 'professional': 2, 'manage': 2, 'much': 2, 'overall': 2, 'negative': 2, 'quit': 2, 'many': 2, 'lots': 2, 'open': 2, 'long': 2, 'pwc': 9, 'flexibility': 8, 'opportunities': 5, 'digital': 5, 'new': 4, 'upskilling': 3, 'focus': 3, 'balance': 3, 'flexible': 3, 'unique': 3, 'truly': 3, 'home': 3, 'career': 2, 'job': 2, 'ability': 2, 'clients': 2, 'culture': 2, 'diversity': 2, 'leave': 2, 'amazing': 2, 'service': 2, 'technology': 2, 'think': 2, 'wellbeing': 2, 'business': 2, 'different': 2, 'holiday': 2, 'program': 2, 'family': 2, 'firms': 2, 'inclusion': 2, 'leadership': 2, 'offers': 2, 'support': 2, 'july': 2, 'opportunity': 2}",84% Employees say this is a great place to work,94% People here are given a lot of responsibility.,93% Management is honest and ethical in its business practices.,93% I'm proud to tell others I work here.,"93% Our customers would rate the service we deliver as ""excellent.""",92% Management is competent at running the business.,3.8,3.7,2.9,3.4,3.2,4,"https://www.glassdoor.com/Overview/Working-at-PwC-EI_IE8450.11,14.htm",B,72
45,Genentech,"{'people': 14, 'mission': 6, 'many': 3, 'needs': 3, 'less': 3, 'good': 6, 'team': 6, 'position': 2, 'money': 2, 'everyone': 4, 'bottom': 2, 'compassion': 2, 'patients': 10, 'environment': 2, 'makes': 2, 'stock': 2, 'chit': 2, 'support': 5, 'make': 2, 'focus': 5, 'personable': 2, 'chat': 2, 'bonuses': 2, 'bonus': 2, 'training': 2, 'better': 4, 'benefits': 8, 'leadership': 4, 'fourteen': 1, 'executive': 1, 'fact': 1, 'extras': 1, 'experience': 1, 'happier': 1, 'health': 3, 'especially': 1, 'help': 4, 'everybody': 1, 'greedy': 1, 'higher': 1, 'equity': 1, 'hired': 1, 'home': 1, 'green': 1, 'fast': 1, 'failure': 1, 'fairer': 1, 'familial': 1, 'focused': 1, 'great': 1, 'feedback': 1, 'culture': 6, 'community': 5, 'working': 4, 'feel': 4, 'science': 4, 'time': 4, 'give': 3, 'care': 3, 'opportunities': 3, 'patient': 3, 'new': 3, 'life': 3, 'development': 3, 'sabbatical': 3, 'hard': 3, 'truly': 3, 'best': 3, 'love': 2, 'unique': 2, 'lives': 2, 'concert': 2, 'family': 2, 'balance': 2, 'giving': 2, 'gym': 2, 'amazing': 2, 'first': 2, 'onsite': 2, 'roche': 2, 'options': 2, 'hohos': 2, 'local': 2, 'proud': 2, 'benefit': 2, 'campus': 2, 'events': 2, 'job': 2}",85% Employees say this is a great place to work,96% I feel good about the ways we contribute to the community.,92% I am able to take time off from work when I think it's necessary.,92% I'm proud to tell others I work here.,92% People celebrate special events around here.,"92% When you join the company, you are made to feel welcome.",3.9,3.8,3.8,3.2,4.2,3.3,"https://www.glassdoor.com/Overview/Working-at-Genentech-EI_IE274.11,20.htm",B-,68
46,"Recreational Equipment, Inc. (REI)","{'rei': 10, 'people': 8, 'outdoors': 7, 'time': 5, 'customers': 5, 'outside': 5, 'life': 4, 'love': 4, 'coop': 4, 'paid': 4, 'outdoor': 3, 'benefits': 3, 'community': 3, 'feel': 3, 'everyone': 3, 'good': 3, 'values': 3, 'balance': 3, 'store': 3, 'working': 3, 'team': 3, 'yay': 3, 'job': 3, 'help': 2, 'care': 2, 'retail': 2, 'unique': 2, 'enjoy': 2, 'friday': 2, 'fun': 2, 'best': 2, 'black': 2, 'coworkers': 2, 'members': 2, 'new': 2, 'discounts': 2, 'family': 2, 'truly': 2, 'gear': 2, 'business': 2, 'amazing': 2, 'personal': 2, 'experience': 2, 'give': 2, 'service': 2, 'customer': 2, 'activities': 2, 'share': 2, 'culture': 2, 'pay': 2}",88% Employees say this is a great place to work,"95% When you join the company, you are made to feel welcome.",94% I feel good about the ways we contribute to the community.,94% People care about each other here.,92% I'm proud to tell others I work here.,"91% Our customers would rate the service we deliver as ""excellent.""",3.9,4.2,4,3.4,3.4,3.1,"https://www.glassdoor.com/Overview/Working-at-REI-EI_IE7319.11,14.htm",NA,-1
47,Protiviti,"{'positive': 2, 'mostly': 1, 'listening': 1, 'life': 4, 'levels': 3, 'less': 1, 'learn': 1, 'grade': 1, 'generally': 1, 'future': 1, 'forward': 1, 'flexible': 3, 'years': 1, 'exhausting': 1, 'employees': 1, 'creative': 1, 'coworkers': 1, 'connecting': 1, 'better': 1, 'benefit': 1, 'awesome': 1, 'attitudes': 1, 'around': 1, 'looking': 1, 'nice': 1, 'working': 3, 'office': 5, 'willing': 1, 'transparent': 1, 'tasks': 1, 'targets': 1, 'stock': 1, 'something': 1, 'sharp': 1, 'responsibility': 1, 'remotely': 1, 'possible': 1, 'position': 1, 'place': 1, 'perks': 1, 'performing': 1, 'performance': 1, 'part': 1, 'paid': 3, 'options': 1, 'open': 3, 'amount': 1, 'people': 10, 'culture': 6, 'feel': 3, 'clients': 3, 'career': 3, 'team': 3, 'new': 2, 'time': 2, 'balance': 2, 'opportunities': 2, 'care': 2, 'opportunity': 2, 'program': 2, 'everyone': 2, 'level': 2, 'leadership': 2, 'leave': 2, 'client': 2, 'flexibility': 2, 'unique': 2, 'truly': 2, 'family': 2, 'benefits': 2, 'help': 2, 'personal': 2, 'executive': 2, 'support': 2, 'good': 2, 'focus': 2, 'sabbatical': 2, 'best': 2, 'genuinely': 2, 'projects': 2, 'ability': 2, 'advisor': 2, 'community': 2, 'parental': 2, 'job': 2, 'love': 2, 'weeks': 2, 'local': 2, 'together': 2, 'able': 2}",91% Employees say this is a great place to work,96% Management is honest and ethical in its business practices.,"96% When you join the company, you are made to feel welcome.",95% People care about each other here.,94% I am able to take time off from work when I think it's necessary.,94% I feel good about the ways we contribute to the community.,3.8,3.9,3.7,3.5,3.3,3.7,"https://www.glassdoor.com/Overview/Working-at-Protiviti-EI_IE30849.11,20.htm",B,77
48,"Slalom, LLC.","{'people': 34, 'slalom': 17, 'best': 10, 'really': 7, 'growth': 8, 'goals': 6, 'culture': 11, 'team': 7, 'truly': 8, 'leadership': 7, 'values': 7, 'skills': 4, 'help': 6, 'well': 4, 'great': 4, 'benefits': 4, 'working': 6, 'opportunity': 6, 'open': 4, 'authentic': 6, 'leaders': 6, 'bonus': 3, 'nice': 3, 'happy': 3, 'market': 3, 'employees': 3, 'personal': 5, 'create': 3, 'much': 3, 'love': 5, 'clients': 5, 'transparent': 3, 'make': 3, 'will': 3, 'supportive': 3, 'value': 3, 'sense': 2, 'challenging': 2, 'career': 4, 'challenges': 2, 'selves': 2, 'clear': 2, 'collaborative': 2, 'program': 2, 'core': 4, 'competitive': 2, 'providing': 2, 'come': 2, 'comfortable': 2, 'connected': 2, 'compensation': 2, 'feel': 3, 'everyone': 3, 'life': 3, 'care': 2, 'office': 2, 'events': 2, 'time': 2, 'new': 2, 'unique': 2, 'consulting': 2, 'balance': 2, 'community': 2, 'opportunities': 2, 'fun': 2, 'family': 2, 'local': 2, 'right': 2, 'first': 2, 'focus': 2, 'amazing': 2, 'support': 2, 'encouraged': 2, 'good': 2, 'grow': 2, 'better': 2, 'feedback': 2, 'genuinely': 2, 'level': 2, 'job': 2, 'together': 2, 'professional': 2}",95% Employees say this is a great place to work,98% People celebrate special events around here.,"97% When you join the company, you are made to feel welcome.",96% Management is competent at running the business.,96% Management trusts people to do a good job without watching over their shoulders.,96% Management is honest and ethical in its business practices.,4.3,4.5,4.5,4.2,3.9,4,"https://www.glassdoor.com/Overview/Working-at-Slalom-EI_IE31102.11,17.htm",B,83
49,"T-Mobile US, Inc.","{'team': 122, 'great': 73, 'always': 68, 'best': 66, 'customers': 59, 'help': 59, 'everyone': 60, 'people': 62, 'love': 56, 'employees': 46, 'benefits': 47, 'mobile': 41, 'make': 40, 'working': 42, 'care': 42, 'time': 42, 'environment': 37, 'good': 40, 'stock': 39, 'together': 34, 'customer': 33, 'leadership': 34, 'well': 31, 'amazing': 33, 'open': 32, 'positive': 29, 'family': 32, 'know': 27, 'every': 27, 'culture': 29, 'better': 27, 'happy': 23, 'place': 22, 'management': 21, 'bonus': 20, 'helping': 20, 'really': 20, 'paid': 20, 'feel': 24, 'different': 21, 'awesome': 19, 'friendly': 19, 'hard': 18, 'making': 18, 'everything': 20, 'store': 18, 'getting': 18, 'sales': 17, 'enjoy': 17, 'things': 17, 'money': 17, 'tmobile': 10, 'diversity': 4, 'job': 4, 'fun': 3, 'inclusion': 3, 'truly': 3, 'unique': 2, 'community': 2, 'life': 2, 'support': 2, 'opportunities': 2, 'first': 2, 'balance': 2, 'pay': 2, 'cares': 2, 'events': 2, 'recognition': 2, 'able': 2, 'diverse': 2, 'pride': 2, 'yourself': 2, 'business': 2, 'ceo': 2, 'level': 2, 'new': 2, 'development': 2, 'opportunity': 2}",90% Employees say this is a great place to work,"94% When you join the company, you are made to feel welcome.",91% Our executives fully embody the best characteristics of our company.,91% I'm proud to tell others I work here.,"91% Our customers would rate the service we deliver as ""excellent.""",90% I feel good about the ways we contribute to the community.,4,4.2,3.8,3.6,4.2,3.8,"https://www.glassdoor.com/Overview/Working-at-T-Mobile-EI_IE9302.11,19.htm",A+,91
50,Red Hat,"{'team': 9, 'people': 13, 'open': 16, 'best': 8, 'culture': 13, 'everyone': 6, 'feel': 7, 'performance': 4, 'bonuses': 4, 'employees': 4, 'leadership': 4, 'positive': 3, 'good': 5, 'skills': 3, 'made': 3, 'make': 3, 'management': 3, 'transparent': 5, 'decisions': 5, 'feedback': 3, 'important': 3, 'quarterly': 3, 'experience': 3, 'level': 4, 'cohesive': 2, 'business': 4, 'practice': 2, 'clearly': 2, 'enjoy': 2, 'paid': 2, 'environment': 2, 'nepotism': 2, 'collaborative': 2, 'love': 4, 'sales': 2, 'role': 2, 'compensation': 2, 'managers': 2, 'fantastic': 2, 'considerate': 2, 'even': 2, 'stop': 2, 'things': 2, 'teams': 4, 'inclusive': 2, 'voice': 2, 'organization': 2, 'difference': 2, 'develop': 2, 'interested': 2, 'well': 2, 'source': 4, 'unique': 2, 'community': 2, 'working': 2, 'time': 2, 'software': 2, 'truly': 2, 'new': 2, 'ideas': 2, 'job': 2, 'help': 2, 'collaboration': 2, 'meritocracy': 2, 'openness': 2, 'amazing': 2, 'life': 2, 'free': 2, 'remote': 2, 'opportunities': 2, 'freedom': 2, 'transparency': 2, 'world': 2, 'decision': 2, 'better': 2, 'customers': 2, 'different': 2, 'contribute': 2, 'ability': 2, 'balance': 2, 'opportunity': 2, 'associates': 2, 'encouraged': 2, 'first': 2, 'commitment': 2, 'everything': 2, 'care': 2}",96% Employees say this is a great place to work,98% I'm proud to tell others I work here.,"97% When you join the company, you are made to feel welcome.",96% I am able to take time off from work when I think it's necessary.,96% I feel good about the ways we contribute to the community.,95% People here are given a lot of responsibility.,4.1,4.3,4,3.6,3.7,3.9,"https://www.glassdoor.com/Overview/Working-at-Red-Hat-EI_IE8868.11,18.htm",B+,85
